change_id,issue_id,description,status,created_at
EC-01611,QI-11275,Engineering change addressing: surface finish outside specification,proposed,2026-05-20
EC-01612,QI-08062,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-03-16
EC-01613,QI-11929,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-05-05
EC-01614,QI-03669,Engineering change addressing: material hardness below specification,implemented,2026-02-26
EC-01615,QI-11599,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-08-11
EC-01616,QI-06226,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-01-17
EC-01617,QI-09330,Engineering change addressing: seal leakage detected during pressure test,implemented,2026-02-24
EC-01618,QI-01182,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-04-02
EC-01619,QI-06488,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-04-28
EC-01620,QI-05818,Engineering change addressing: material hardness below specification,proposed,2026-06-11
EC-01621,QI-01664,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-08-18
EC-01622,QI-08794,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-08-17
EC-01623,QI-08497,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-03-05
EC-01624,QI-06766,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-07-24
EC-01625,QI-11463,Engineering change addressing: seal leakage detected during pressure test,approved,2026-01-25
EC-01626,QI-01180,Engineering change addressing: material hardness below specification,implemented,2026-05-24
EC-01627,QI-11142,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-01-14
EC-01628,QI-10651,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-01-20
EC-01629,QI-04095,Engineering change addressing: material hardness below specification,implemented,2026-08-03
EC-01630,QI-04133,Engineering change addressing: seal leakage detected during pressure test,approved,2026-07-19
EC-01631,QI-00538,Engineering change addressing: material hardness below specification,implemented,2026-07-23
EC-01632,QI-03106,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-05-14
EC-01633,QI-10436,Engineering change addressing: seal leakage detected during pressure test,implemented,2026-08-01
EC-01634,QI-11083,Engineering change addressing: seal leakage detected during pressure test,implemented,2026-06-14
EC-01635,QI-11535,Engineering change addressing: material hardness below specification,proposed,2026-06-19
EC-01636,QI-07508,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-05-17
EC-01637,QI-11160,Engineering change addressing: seal leakage detected during pressure test,approved,2026-06-15
EC-01638,QI-11624,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-03-13
EC-01639,QI-02921,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-07-11
EC-01640,QI-08255,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-03-22
EC-01641,QI-01060,Engineering change addressing: surface finish outside specification,implemented,2026-04-02
EC-01642,QI-00304,Engineering change addressing: surface finish outside specification,implemented,2026-08-26
EC-01643,QI-10978,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-01-17
EC-01644,QI-02204,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-04-23
EC-01645,QI-08855,Engineering change addressing: surface finish outside specification,in_progress,2026-05-21
EC-01646,QI-08777,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-08-06
EC-01647,QI-02957,Engineering change addressing: seal leakage detected during pressure test,implemented,2026-02-23
EC-01648,QI-06886,Engineering change addressing: material hardness below specification,implemented,2026-07-09
EC-01649,QI-01515,Engineering change addressing: material hardness below specification,implemented,2026-06-03
EC-01650,QI-10796,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-01-14
EC-01651,QI-03262,Engineering change addressing: material hardness below specification,implemented,2026-02-06
EC-01652,QI-09750,Engineering change addressing: surface finish outside specification,in_progress,2026-05-06
EC-01653,QI-02014,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-07-06
EC-01654,QI-09376,Engineering change addressing: surface finish outside specification,implemented,2026-01-27
EC-01655,QI-06934,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-08-09
EC-01656,QI-09822,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-02-21
EC-01657,QI-05433,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-07-18
EC-01658,QI-09248,Engineering change addressing: material hardness below specification,in_progress,2026-08-16
EC-01659,QI-10133,Engineering change addressing: seal leakage detected during pressure test,approved,2026-03-09
EC-01660,QI-04966,Engineering change addressing: material hardness below specification,in_progress,2026-05-02
EC-01661,QI-11772,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-07-07
EC-01662,QI-01600,Engineering change addressing: intermittent sensor reading failure under load,proposed,2026-06-05
EC-01663,QI-00576,Engineering change addressing: intermittent sensor reading failure under load,in_progress,2026-07-17
EC-01664,QI-03479,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-05-12
EC-01665,QI-02898,Engineering change addressing: intermittent sensor reading failure under load,proposed,2026-05-16
EC-01666,QI-07614,Engineering change addressing: material hardness below specification,approved,2026-01-10
EC-01667,QI-09471,Engineering change addressing: intermittent sensor reading failure under load,proposed,2026-06-01
EC-01668,QI-09554,Engineering change addressing: surface finish outside specification,proposed,2026-02-22
EC-01669,QI-10589,Engineering change addressing: material hardness below specification,in_progress,2026-02-07
EC-01670,QI-04427,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-05-05
EC-01671,QI-08401,Engineering change addressing: dimensional deviation detected during incoming inspection,approved,2026-02-09
EC-01672,QI-07278,Engineering change addressing: seal leakage detected during pressure test,approved,2026-07-19
EC-01673,QI-09302,Engineering change addressing: material hardness below specification,approved,2026-01-19
EC-01674,QI-02422,Engineering change addressing: material hardness below specification,implemented,2026-05-01
EC-01675,QI-05261,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-02-04
EC-01676,QI-00575,Engineering change addressing: surface finish outside specification,approved,2026-08-16
EC-01677,QI-06705,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-02-19
EC-01678,QI-05113,Engineering change addressing: surface finish outside specification,proposed,2026-07-03
EC-01679,QI-05905,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-03-12
EC-01680,QI-09939,Engineering change addressing: seal leakage detected during pressure test,approved,2026-06-15
EC-01681,QI-05857,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-01-04
EC-01682,QI-02988,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-08-07
EC-01683,QI-07643,Engineering change addressing: material hardness below specification,approved,2026-03-13
EC-01684,QI-06006,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-05-19
EC-01685,QI-01435,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-03-20
EC-01686,QI-05668,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-01-21
EC-01687,QI-08593,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-05-11
