issue_id,part_id,factory_id,summary,severity,status,defect_rate_percent,detected_at
QI-03309,PART-03814,FAC-014,Material hardness below specification,medium,engineering_review,11.4,2026-07-17
QI-03310,PART-01186,FAC-037,Seal leakage detected during pressure test,high,resolved,11.27,2026-01-20
QI-03311,PART-01792,FAC-002,Intermittent sensor reading failure under load,high,investigating,6.8,2026-06-01
QI-03312,PART-00824,FAC-037,Fastener torque inconsistency observed on assembly line,high,open,10.05,2026-06-15
QI-03313,PART-02050,FAC-029,Fastener torque inconsistency observed on assembly line,medium,engineering_review,0.52,2026-08-07
QI-03314,PART-02701,FAC-004,Surface finish outside specification,critical,investigating,8.23,2026-04-08
QI-03315,PART-02331,FAC-035,Intermittent sensor reading failure under load,high,engineering_review,6.25,2026-04-04
QI-03316,PART-00614,FAC-003,Material hardness below specification,critical,investigating,2.9,2026-06-24
QI-03317,PART-03800,FAC-012,Intermittent sensor reading failure under load,low,resolved,1.43,2026-06-11
QI-03318,PART-03409,FAC-010,Dimensional deviation detected during incoming inspection,low,open,8.22,2026-07-14
QI-03319,PART-01614,FAC-008,Surface finish outside specification,medium,open,9.16,2026-08-13
QI-03320,PART-04320,FAC-012,Surface finish outside specification,high,engineering_review,11.71,2026-06-01
QI-03321,PART-01681,FAC-038,Fastener torque inconsistency observed on assembly line,high,resolved,5.54,2026-05-17
QI-03322,PART-01313,FAC-015,Intermittent sensor reading failure under load,medium,open,5.99,2026-03-22
QI-03323,PART-00542,FAC-011,Intermittent sensor reading failure under load,medium,open,9.39,2026-04-15
QI-03324,PART-02028,FAC-022,Surface finish outside specification,high,resolved,11.4,2026-03-02
QI-03325,PART-00121,FAC-005,Surface finish outside specification,critical,open,6.58,2026-06-24
QI-03326,PART-01791,FAC-001,Dimensional deviation detected during incoming inspection,low,investigating,0.87,2026-03-09
QI-03327,PART-03531,FAC-027,Material hardness below specification,critical,resolved,5.26,2026-01-14
QI-03328,PART-03886,FAC-009,Material hardness below specification,critical,investigating,1.04,2026-08-04
QI-03329,PART-01316,FAC-003,Seal leakage detected during pressure test,low,investigating,10.58,2026-08-19
QI-03330,PART-03444,FAC-034,Dimensional deviation detected during incoming inspection,low,open,9.37,2026-07-06
QI-03331,PART-02192,FAC-005,Material hardness below specification,low,resolved,0.47,2026-08-09
QI-03332,PART-04833,FAC-018,Fastener torque inconsistency observed on assembly line,medium,engineering_review,0.61,2026-02-08
QI-03333,PART-02391,FAC-010,Dimensional deviation detected during incoming inspection,medium,investigating,4.87,2026-02-10
QI-03334,PART-04950,FAC-003,Material hardness below specification,high,engineering_review,2.52,2026-04-19
QI-03335,PART-02938,FAC-002,Dimensional deviation detected during incoming inspection,critical,investigating,9.48,2026-06-01
QI-03336,PART-02475,FAC-010,Dimensional deviation detected during incoming inspection,critical,engineering_review,0.6,2026-05-26
QI-03337,PART-02562,FAC-015,Intermittent sensor reading failure under load,low,resolved,3.03,2026-08-10
QI-03338,PART-02862,FAC-016,Surface finish outside specification,critical,investigating,6.61,2026-02-18
QI-03339,PART-04313,FAC-001,Surface finish outside specification,low,open,9.79,2026-02-10
QI-03340,PART-03612,FAC-036,Material hardness below specification,high,resolved,9.35,2026-03-16
QI-03341,PART-02075,FAC-039,Surface finish outside specification,low,open,5.79,2026-07-19
QI-03342,PART-00494,FAC-019,Dimensional deviation detected during incoming inspection,high,investigating,6.43,2026-06-09
QI-03343,PART-04948,FAC-006,Fastener torque inconsistency observed on assembly line,critical,investigating,1.38,2026-02-10
QI-03344,PART-04669,FAC-025,Seal leakage detected during pressure test,low,resolved,3.7,2026-02-22
QI-03345,PART-04751,FAC-001,Surface finish outside specification,high,investigating,8.18,2026-05-27
QI-03346,PART-00175,FAC-028,Dimensional deviation detected during incoming inspection,high,open,9.8,2026-07-13
QI-03347,PART-01458,FAC-001,Dimensional deviation detected during incoming inspection,high,open,1.27,2026-02-12
QI-03348,PART-04722,FAC-007,Dimensional deviation detected during incoming inspection,critical,resolved,5.72,2026-02-20
QI-03349,PART-03262,FAC-011,Fastener torque inconsistency observed on assembly line,medium,engineering_review,10.94,2026-08-09
QI-03350,PART-00570,FAC-001,Surface finish outside specification,high,engineering_review,5.02,2026-08-08
QI-03351,PART-04967,FAC-008,Material hardness below specification,critical,investigating,4.56,2026-01-06
QI-03352,PART-01690,FAC-009,Fastener torque inconsistency observed on assembly line,critical,resolved,0.21,2026-06-23
QI-03353,PART-04395,FAC-003,Dimensional deviation detected during incoming inspection,medium,open,5.17,2026-08-01
QI-03354,PART-02473,FAC-002,Seal leakage detected during pressure test,high,engineering_review,4.13,2026-06-24
QI-03355,PART-01380,FAC-013,Material hardness below specification,critical,investigating,4.12,2026-04-25
QI-03356,PART-04559,FAC-023,Seal leakage detected during pressure test,critical,investigating,3.61,2026-02-23
QI-03357,PART-02057,FAC-002,Material hardness below specification,low,investigating,10.59,2026-04-21
QI-03358,PART-03406,FAC-017,Intermittent sensor reading failure under load,medium,engineering_review,0.94,2026-01-07
QI-03359,PART-00419,FAC-009,Fastener torque inconsistency observed on assembly line,high,investigating,5.49,2026-02-11
QI-03360,PART-00498,FAC-008,Surface finish outside specification,medium,investigating,4.35,2026-01-06
QI-03361,PART-03450,FAC-022,Surface finish outside specification,medium,investigating,11.98,2026-04-03
QI-03362,PART-01469,FAC-004,Material hardness below specification,critical,engineering_review,1.74,2026-02-26
QI-03363,PART-04142,FAC-008,Seal leakage detected during pressure test,critical,engineering_review,9.45,2026-07-08
QI-03364,PART-00550,FAC-023,Intermittent sensor reading failure under load,low,engineering_review,5.93,2026-04-26
QI-03365,PART-00652,FAC-005,Intermittent sensor reading failure under load,medium,open,4.89,2026-04-11
QI-03366,PART-02971,FAC-027,Fastener torque inconsistency observed on assembly line,medium,engineering_review,10.55,2026-08-14
QI-03367,PART-02258,FAC-010,Material hardness below specification,medium,engineering_review,4.2,2026-08-13
QI-03368,PART-03758,FAC-013,Surface finish outside specification,critical,investigating,3.8,2026-02-19
QI-03369,PART-03245,FAC-030,Intermittent sensor reading failure under load,high,open,11.78,2026-03-05
QI-03370,PART-03882,FAC-020,Fastener torque inconsistency observed on assembly line,low,resolved,1.54,2026-04-18
QI-03371,PART-03516,FAC-003,Fastener torque inconsistency observed on assembly line,low,resolved,8.62,2026-07-04
QI-03372,PART-02280,FAC-002,Intermittent sensor reading failure under load,low,engineering_review,2.27,2026-05-25
QI-03373,PART-02060,FAC-009,Seal leakage detected during pressure test,medium,open,10.84,2026-04-18
QI-03374,PART-04244,FAC-011,Fastener torque inconsistency observed on assembly line,medium,investigating,10.9,2026-04-08
QI-03375,PART-00117,FAC-009,Intermittent sensor reading failure under load,medium,resolved,6.32,2026-03-01
QI-03376,PART-01436,FAC-011,Intermittent sensor reading failure under load,medium,resolved,7.21,2026-07-15
QI-03377,PART-00632,FAC-025,Dimensional deviation detected during incoming inspection,low,engineering_review,0.75,2026-08-28
QI-03378,PART-03098,FAC-004,Surface finish outside specification,medium,investigating,11.2,2026-02-13
QI-03379,PART-00650,FAC-013,Dimensional deviation detected during incoming inspection,medium,engineering_review,10.75,2026-08-28
QI-03380,PART-02040,FAC-018,Fastener torque inconsistency observed on assembly line,high,engineering_review,6.19,2026-05-26
QI-03381,PART-01252,FAC-005,Intermittent sensor reading failure under load,medium,open,9.92,2026-04-28
QI-03382,PART-03609,FAC-025,Seal leakage detected during pressure test,high,open,3.59,2026-06-05
QI-03383,PART-03299,FAC-005,Intermittent sensor reading failure under load,medium,engineering_review,9.92,2026-08-07
QI-03384,PART-01006,FAC-006,Fastener torque inconsistency observed on assembly line,low,resolved,8.03,2026-01-09
QI-03385,PART-02555,FAC-016,Intermittent sensor reading failure under load,low,engineering_review,6.47,2026-06-01
QI-03386,PART-01058,FAC-019,Fastener torque inconsistency observed on assembly line,low,investigating,1.56,2026-02-04
QI-03387,PART-04414,FAC-040,Material hardness below specification,low,open,8.94,2026-08-16
QI-03388,PART-02387,FAC-020,Fastener torque inconsistency observed on assembly line,critical,open,6.89,2026-04-05
QI-03389,PART-01190,FAC-007,Fastener torque inconsistency observed on assembly line,medium,engineering_review,5.53,2026-08-06
QI-03390,PART-00187,FAC-027,Intermittent sensor reading failure under load,medium,investigating,3.73,2026-03-15
QI-03391,PART-00595,FAC-022,Dimensional deviation detected during incoming inspection,high,open,8.09,2026-05-17
QI-03392,PART-01403,FAC-026,Material hardness below specification,critical,open,2.01,2026-07-27
QI-03393,PART-00567,FAC-002,Dimensional deviation detected during incoming inspection,medium,open,10.36,2026-01-06
QI-03394,PART-02831,FAC-010,Fastener torque inconsistency observed on assembly line,critical,resolved,9.86,2026-02-01
QI-03395,PART-02660,FAC-011,Material hardness below specification,low,open,1.46,2026-07-23
QI-03396,PART-03013,FAC-006,Dimensional deviation detected during incoming inspection,low,investigating,4.96,2026-02-02
QI-03397,PART-02706,FAC-003,Dimensional deviation detected during incoming inspection,medium,engineering_review,10.48,2026-07-06
QI-03398,PART-01647,FAC-001,Intermittent sensor reading failure under load,high,engineering_review,5.54,2026-06-28
QI-03399,PART-04448,FAC-012,Surface finish outside specification,critical,open,0.8,2026-04-17
QI-03400,PART-01894,FAC-014,Fastener torque inconsistency observed on assembly line,critical,engineering_review,5.72,2026-08-19
QI-03401,PART-02338,FAC-010,Intermittent sensor reading failure under load,critical,resolved,3.99,2026-03-15
QI-03402,PART-03947,FAC-027,Dimensional deviation detected during incoming inspection,low,resolved,1.25,2026-04-26
QI-03403,PART-02183,FAC-005,Seal leakage detected during pressure test,low,investigating,1.0,2026-07-06
QI-03404,PART-00175,FAC-028,Material hardness below specification,high,investigating,10.17,2026-06-06
QI-03405,PART-04805,FAC-025,Material hardness below specification,critical,resolved,9.17,2026-06-04
QI-03406,PART-03896,FAC-009,Intermittent sensor reading failure under load,critical,open,8.66,2026-02-22
QI-03407,PART-03178,FAC-033,Surface finish outside specification,critical,engineering_review,3.32,2026-02-11
QI-03408,PART-03698,FAC-007,Intermittent sensor reading failure under load,high,open,1.17,2026-07-18
QI-03409,PART-04873,FAC-005,Surface finish outside specification,low,open,11.67,2026-01-16
QI-03410,PART-04894,FAC-001,Dimensional deviation detected during incoming inspection,medium,open,6.18,2026-01-09
QI-03411,PART-03430,FAC-011,Dimensional deviation detected during incoming inspection,critical,investigating,2.15,2026-07-08
QI-03412,PART-01704,FAC-024,Seal leakage detected during pressure test,medium,open,3.25,2026-03-05
QI-03413,PART-04048,FAC-018,Dimensional deviation detected during incoming inspection,high,investigating,0.54,2026-01-04
QI-03414,PART-03069,FAC-020,Fastener torque inconsistency observed on assembly line,critical,open,8.11,2026-02-16
QI-03415,PART-00521,FAC-016,Seal leakage detected during pressure test,critical,resolved,6.87,2026-03-11
QI-03416,PART-00291,FAC-005,Intermittent sensor reading failure under load,low,investigating,10.07,2026-03-01
QI-03417,PART-04920,FAC-004,Fastener torque inconsistency observed on assembly line,low,investigating,10.17,2026-06-06
QI-03418,PART-03734,FAC-004,Material hardness below specification,high,investigating,7.02,2026-05-27
QI-03419,PART-00438,FAC-001,Dimensional deviation detected during incoming inspection,low,open,11.55,2026-08-12
QI-03420,PART-02719,FAC-007,Seal leakage detected during pressure test,medium,engineering_review,3.25,2026-06-10
QI-03421,PART-01420,FAC-012,Seal leakage detected during pressure test,high,investigating,1.43,2026-06-14
QI-03422,PART-01968,FAC-020,Surface finish outside specification,critical,engineering_review,10.1,2026-06-24
QI-03423,PART-03145,FAC-024,Seal leakage detected during pressure test,critical,resolved,6.53,2026-03-13
QI-03424,PART-03821,FAC-038,Fastener torque inconsistency observed on assembly line,high,open,11.29,2026-06-04
QI-03425,PART-00627,FAC-017,Dimensional deviation detected during incoming inspection,medium,resolved,10.44,2026-01-03
QI-03426,PART-03126,FAC-006,Intermittent sensor reading failure under load,low,engineering_review,10.23,2026-01-04
QI-03427,PART-04690,FAC-039,Fastener torque inconsistency observed on assembly line,medium,investigating,7.29,2026-04-26
QI-03428,PART-03873,FAC-003,Dimensional deviation detected during incoming inspection,critical,investigating,5.68,2026-04-13
QI-03429,PART-00164,FAC-009,Dimensional deviation detected during incoming inspection,medium,engineering_review,11.88,2026-08-24
QI-03430,PART-00071,FAC-029,Intermittent sensor reading failure under load,medium,resolved,0.32,2026-07-16
QI-03431,PART-02590,FAC-005,Intermittent sensor reading failure under load,medium,engineering_review,3.64,2026-01-19
QI-03432,PART-01538,FAC-011,Dimensional deviation detected during incoming inspection,high,resolved,0.5,2026-08-06
QI-03433,PART-02162,FAC-025,Surface finish outside specification,low,resolved,5.51,2026-07-12
QI-03434,PART-01562,FAC-033,Material hardness below specification,high,investigating,3.48,2026-03-11
QI-03435,PART-01219,FAC-001,Dimensional deviation detected during incoming inspection,critical,engineering_review,11.71,2026-04-03
QI-03436,PART-01138,FAC-028,Seal leakage detected during pressure test,critical,investigating,10.02,2026-05-10
QI-03437,PART-00513,FAC-023,Intermittent sensor reading failure under load,critical,open,7.06,2026-04-17
QI-03438,PART-03126,FAC-006,Intermittent sensor reading failure under load,medium,investigating,10.65,2026-02-07
QI-03439,PART-01439,FAC-002,Dimensional deviation detected during incoming inspection,medium,resolved,7.91,2026-05-14
